一	百
若释重负	如牛负重
若隐若现	黑白分明
若隐若现	黑白分明 一目了然
苦	乐 甘 甜
苦	甜
苦不堪言	喜之不尽无比欢欣
苦不堪言	无比欢欣 甘之如饴 喜之不尽
苦丝丝	甜不丝儿
苦口婆心	口蜜腹剑
苦口良药	糖衣炮弹
苦味儿	甜味儿
苦咧咧	甜津津
苦唧唧	甜不丝儿
苦大仇深	养尊处优
苦尽甘来	否极泰来
苦尽甜来	福过灾生
苦心孤诣	无所事事
苦心经营	无所事事
苦思冥想	不加思索
苦思焦虑	无所用心
苦思苦想	不加思索
苦恼	高兴 快活 安心 愉快 痛快 甜美 快乐
苦想冥思	不加思索
苦打成招	不打自招
苦日子	好日子
苦森森	甜不丝儿
苦海无边	欢乐无涯欢天喜地
苦涩	甘甜 醇美 甜蜜 甜美
苦英英	甜不丝儿
苦身焦思	无所事事
苦闷	舒畅 开心 愉快 快活 畅快
英明	昏聩 昏暴 昏庸 愚昧
英雄	败类 小丑 懦夫
英雄人物	跳粱小丑
英雄好汉	无名小卒
英雄气短	儿女情长
英雄豪杰	无名小卒
茁壮	枯萎 纤弱
茂密	疏落 光秃 稀少 枯萎 荒芜 凋零 稀疏 稀落
茂密	稀疏
茂盛	残败 稀少 枯萎 荒芜 凋零 凋落 稀疏 干枯 零落
茅塞顿开	冥顽不灵
茅室土阶	千金一掷
茅室蓬户	碧瓦朱甍
茅屋	楼房 平房
茅屋土阶	碧瓦朱甍
茅屋草舍	碧瓦朱甍
茅屋采椽	碧瓦朱甍
茅檐草舍	碧瓦朱甍
茅茨不翦	碧瓦朱甍
茅茨土阶	碧瓦朱甍
茕独无依	儿女成行
茕茕孑立	儿女成行
茕茕孤立	儿女成行
茕茕无倚	儿女成行
茫无所知	不言而喻
茫然不解	心领神会
茫然失措	措置有方
茫然自失	如无其事
茫然若失	如无其事
茫然若迷	不言而喻
茫然费解	不言而喻
茹古涵今	鄙陋无知
茹痛含辛	苟且偷安
茹苦含辛	金迷纸醉
荆棘	平坦 顺利
荆棘载途	金光大道
荆钗布裙	凤冠霞帔
草底儿	定稿
草木繁荣	寸草不生
草木芊芊	寸草不生
草民百姓	背紫腰金
草率	认真 郑重 稳重 隆重 庄重
草率从事	冒昧从事
草率将事	不遗余力
草草了事	一丝不苟
草草从事	不遗余力
草草收兵	郑重其事
草菅人命	爱民如子
草菅民命	爱民如子
草行露宿	苟且偷安
草长莺飞	冰天雪地
草间偷活	成仁取义
草间求活	成仁取义
草间活命	成仁取义
草食木衣	丰衣美食
荏	厉
荒凉	繁华 繁盛 繁荣
荒凉	耕种
荒唐不经	班班可考
荒唐无稽	班班可考
荒地	良田 熟地
荒废	开垦 精熟 耕种
荒怪不经	班班可考
荒无人烟	比肩继踵 千门万户 人山人海 人烟稠密 挨肩并足 捱三顶四 人烟稠密。 门庭若市 稠人广众
荒无人烟	稠人广座
荒村僻壤	十里洋场
荒渺不经	班班可考
荒芜	耕种
荒芜	肥沃 茂盛 茂密 繁茂
荒诞无稽	班班可考
荒谬	合理 正确 真实
荒谬不经	班班可考
荒郊野地	洞天福地
荒郊野外	洞天福地
荜路蓝缕	乘肥衣轻
荜门圭窦	碧瓦朱甍
荜露蓝缕	乘肥衣轻
荟萃一堂	天各一方
荡产倾家	安家立业
荡然一空	比比皆是
荡然无存	比比皆是
荡然无存	永不磨灭 完好无损 依然如故 原封不动 依然故我
荡瑕涤秽	藏垢纳污
荣	枯
荣	枯 耻 辱
荣升	左迁 降级
荣华富贵	倾家荡产
荣华富贵	鳏寡孤惸 倾家荡产 鳏寡孤独 一贫如洗 筚路蓝缕
荣宗耀祖	败坏门风
荣归故里	背井离乡
荣誉	羞耻 耻辱
荤	素
荦荦大端	细枝末节
药到回春	不可救药
药到病除	不可救药
药石之言	谗谄之语
药石无灵	不可救药
荷枪实弹	赤手空拳
荷枪实弹	赤手空拳 手无寸铁 披坚执锐
荼毒生灵	解民倒悬
莠	良
莫可名状	不言而喻
莫可指数	历历可数
莫可究诘	寻根究底
莫可讨究	寻根究底
莫名其妙	恍然如悟
莫展一筹	大展宏图
莫措手足	措置裕如
莫明其妙	恍然大悟 义正辞严 洞若观火 言之成理 恍然如悟 事出有因
莫明其妙	洞若观火
莫然置之	杯弓蛇影
莫知所措	措置裕如
莫衷一是	异口同声
莫辨楮叶	画虎不成
莫逆之交	一面之交 素昧平生 萍水相逢 半面之交 狐朋狗友
莫逆之交	素昧平生
莫逆之友	半面之交
莫逆之契	方底圆盖
莫逆于心	方底圆盖
获	失
获利	损失 赔本
获利倍�	亏折一空
获救	遇难 丧命
获胜	败北 失败
莸	薰
莺歌燕舞	鸡犬不宁
莺歌燕舞	鸡犬不宁 坐薪悬胆 鸡飞狗跳
莽撞	细心 稳重 谨慎 小心
菊老荷枯	初发芙蓉
菜	饭
菩萨低眉	撑眉努眼
菩萨心肠	蛇蝎心肠
菲才寡学	八斗才高
菲薄	丰厚 厚实 优厚
菲衣恶食	丰衣美食
菲衣薄食	丰衣美食
萁豆相煎	伯歌季舞
萍踪梗迹	安堵乐业
萍踪浪影	安堵乐业
萍踪浪迹	安家立业
萍踪浪迹	安家落户 安家立业 安身立命 安居乐业 安营扎寨
萍飘蓬转	安堵乐业
萎靡不振	委靡不振
营业	停业 歇业
营私舞弊	正直清廉
营营役役	舒舒适适
萧条	兴旺 复苏 繁荣 热闹 繁华 繁盛 兴隆
萧规曹随	言出法随
落	出 升 开 涨 起
落	涨
落	添
落井下石	从井救人
落井投石	成人之美
落叶归根	乐不思蜀
落后	尖端 超越 领先 积极 上进 超前 超过 抢先 长进 发达 进步 时髦 赶上 前进 先进
落地户	外来户
落地的凤凰不如鸡	得胜的猫儿欢似虎
落成	开工 动土 动工
落榜	及第 登第
落网	漏网 逃脱 潜逃
落荒而走	百战百胜
落荒而逃	得胜回朝
落荒而逃	得胜回朝 大获全胜
落落大方	答答含羞
落落晨星	比比皆然
落选	当选 考取 中选 录取 入选
落配的凤凰不如鸡	得胜的猫儿欢似虎
落雁沉鱼	豹头环眼
著作等身	目不识丁 胸无点墨
著作等身	胸无点墨
著名	平凡 无名
著粪佛头	
著粪佛头	锦上添花
著粪佛头	雪上加霜
葭莩之亲	骨肉至亲
蒙昧不清	开朗明爽
蒙昧无知	学富五车
蒙松雨	白撞雨
蒙蒙亮	麻麻黑
蒙蒙细雨	蔼�春阳
蒙袂辑屦	抖擞精神
蒸蒸日上	不可收拾 世风日下 江河日下 每况愈下 行将就木 大势已去 走下坡路 日薄西山 心劳日拙
蒸蒸日上	每况愈下
蓄积	排放 虚耗
蓊蓊郁郁	赤地千里
蓬勃	衰落 萎缩
蓬头垢面	盛饰严装
蓬头垢面	衣冠楚楚 油头粉面 盛饰严装 风仪秀整 眉清目秀
蓬户柴门	碧瓦朱甍
蓬户瓮牖	碧瓦朱甍
蓬户茅牖	碧瓦朱甍
蓬牖茅椽	碧瓦朱甍
蓬蓬勃勃	冷冷落落
蓬门柴户	碧瓦朱甍
蓬门筚户	碧瓦朱甍
蓬门荆布	金枝玉叶
蓬门荜户	朱门大户
蔫	欢
蔫里巴唧	欢蹦乱跳
蔬食布衣	丰衣美食
蔼然仁者	凶神恶煞
蔽日干云	深不见底
蔽月羞花	豹头环眼
蔽美扬恶	褒善贬恶
蔽聪塞明	广开言路
薄	厚
薄	肥 浓字 厚 浓 深
薄今厚古	厚今薄古
薄幸堪惊	情深似海
薄弱	坚强 雄厚 顽强 强固 牢固 坚实
薄情	多情 痴情 多情对 深情 厚情
薄海同仇	普天共友
薄海腾欢	楚囚对泣
薄湿湿	暖烘烘
薄物细故	大关节目
薰	莸
薰莸同器	薰莸异器
薰莸异器	薰莸同器
藉藉无名	没没无闻
藉藉有名	赫赫有名
藉辞推搪	慷慨担承
藏	露
藏之名山	刊行问世
藏匿	显露 暴露
藏垢纳污	荡瑕涤秽
藏头露尾	和盘托出
藏弓烹狗	崇德报功
藏形匿影	出头露面
藏拙	献丑 炫耀
藏污纳垢	藏龙卧虎
藏锋敛锷	锋芒毕露
藏龙卧虎	藏污纳垢
藐视	敬佩
藕断丝连	一刀两断
藩属国	独立国
虎入羊群	羊入虎群
虎吞狼咽	细嚼烂咽
虎头虎脑	猴头猴脑
虎头蛇尾	善始善终
虎头鼠尾	贯彻始终
虎尾春冰	泰山磐石
虎皮羊质	表里如一
虎背熊腰	弱不禁风
虎落平川	蛟龙得水
虎落平阳	蛟龙得水
虐待	爱护 侍奉 伺候 款待 体贴 疼爱 优待 爱抚
虚	实
虚与委蛇	真诚相待
虚伪	诚挚 事实 诚恳 真实 真挚 忠实 笃实 真诚 老实 天真 真正 诚实
虚假	真实 真确 诚实 诚挚 真挚 实在 笃实 真诚 真正 确实
虚己以听	唾面自乾
虚幻	现实 事实 真实
虚度光阴	马不停蹄
虚度年华	死而后已
虚张声势	不动声色
虚弱	康健 强大 强健 结实 健康 健壮 强壮
虚弱	强健
虚心	得意 高傲 骄傲 傲慢 自卑 自满 自傲 骄气 自是 自恃
虚心好学	师心自用
虚怀若谷	刚愎自用
虚情假意	真心实意
虚无缥缈	实实在在 坚定不移
虚有其表	表里如一
虚浮	朴实 诚恳 恳切 真切 塌实 踏实 切实
虽死犹生	轻如鸿毛
虽然	但是 然而
虾兵蟹将	爪牙之将
蚀	赚
蚍蜉戴盆	量力而为
蚍蜉撼树	不自量力
蚕食	黥吞 鲸吞
蛇头鼠眼	眉清目秀
蛇心佛口	表里如一
蛇欲吞象	分毫不取
蛇神牛鬼	龟龙麟凤
蛇蝎心肠	菩萨心肠
蛛丝马迹	千丝万缕
蛛丝马迹	千丝万缕 丝丝缕缕 一望可知 无影无踪 千头万绪
蛟龙失水	蛟龙得水
蛟龙得水	怀才不遇
蛮不讲理	通情达理
蛮横无理	悖理违情
蛾眉皓齿	豹头环眼
蛾眉螓首	豹头环眼
蛾眉豪杰	不舞之鹤
蜂拥而入	破门而出
蜂拥而至	掩鼻而过
蜂腰削背	膀窄腰纤
蜗步难移	步履如飞
蜗步龟移	风驰电掣
蜗行牛步	风驰电掣
蜚声海外	不见经传
蜜里调油	方底圆盖
蜻蜓点水	下马观花 铺天盖地 一语道破 一语破的 下马看花 脚踏实地
蜻蜓点水	脚踏实地
蜿蜒	径直 笔直 平坦
蝇头小楷	擘窠大书
蝇营狗苟	光明磊落
融	冻
融为一体	处处圆通
融为一体	格格不入 豆分瓜剖 豆剖瓜分 方柄圆凿
融会贯通	囫囵吞枣 生搬硬套 和囫囵吞枣 食而不化 囫囵 一知半解 望文生义 与囫囵吞枣 生吞活剥 穿凿附会
融会贯通	生吞活剥
融情入景	平铺直序
螓首娥眉	豹头环眼
螳臂当车	泰山压卵
螳臂扼辙	量力而为
螳螂捕蝉	苍龙听法
蟾宫折桂	榜上无名
蠕动	蛰伏 雄飞
蠢动	蛰伏 螫伏
蠢如鹿豕	聪明伶俐
蠢笨	巧妙 乖巧 聪敏
血债累累	恩深义厚
血气方刚	暮气沉沉
血流漂杵	兵不血刃
血流飘杵	兵不血刃
血海深仇	大恩大德
行	止
行为	口头 内心 思想
行之有效	海底捞月
行之非艰，知之惟艰	非知之难，行之惟艰
行云流水	矫揉造作
行云流水	矫柔造作 矫揉造作
行同陌路	称兄道弟
行家里手	一窍不通 半路出家
行有余力	心有余而力不足
行色匆匆	斯条慢理 无所事事 悠哉游哉 优哉游哉  不慌不忙
行若无事	坐立不安
行远自迩	一步登天
衔接	脱节 断开 隔断 割断
衡	从
衡宇相望	地北天南
衣丰食足	号寒啼饥
衣丰食饱	号寒啼饥
衣冠了鸟	穿绸裹缎
衣冠楚楚	不修边幅
衣冠济楚	百结鹑衣
衣冠济济	百结鹑衣
衣冠蓝缕	穿绸裹缎
衣冠赫奕	百结鹑衣
衣冠鼎盛	书剑飘零
衣冠齐楚	百结鹑衣
衣单食簿	饱食暖衣
衣来伸手，饭来张口	筚路蓝缕
衣绣昼行	衣锦夜行
衣衫褴褛	不修边幅
衣裳之会	兵车之会
衣裳楚楚	百结鹑衣
衣钵相传	以讹传讹
衣锦夜行	衣锦还乡
衣锦荣归	离乡背井
衣锦还乡	离乡背井
补	剜 挖
补偏救弊	拔本塞源
补残守缺	拔新领异
补残守阙	拔新领异
表	里
表层	深层 彻底
表彰	批驳
表彰	讥笑 贬责 惩处 惩罚 批判
表扬	批评
表扬	斥责 训斥 嘲笑 叱责 指谪 惩罚 讥讽 谴责 诘责 嘲弄 指摘 讥笑 批判 教训 责备 取笑 批评
表象	实质
表里一致	背向异辞
表里不一	表里如一
表里如一	口是心非
表面	本质 内部 内心 彻底 实际 内里 背面 实质 暗地 根本 里面
表面上	骨子里
衰	兴 盛
衰	盛
衰弱	强健
衰弱	雄壮 昌盛 兴盛 强盛 振兴 健康 健壮 强壮 壮大
衰微	兴起 繁荣
衰暮之年	豆蔻年华
衰老	健壮 强健 强壮 健旺
衰落	复兴 兴旺 掘起 旺盛 勃兴 发展 兴盛 强盛 繁荣 荣华 发达 成长 蓬勃 昌盛
衰颓	壮健 振作
袒	惊骇
袒处之	局促不安
袒自若	周章狼狈
袒露	包藏 掩藏
袖手傍观	拔刀相济
袖手旁观	临难苟免
袖手旁观	见义勇为 八方支援 挺身而出 打抱不平 义不容辞 拔刀相助
被动性	主动性
被坚执锐	安寝无忧
被害人	加害人
被甲执兵	安寝无忧
被迫	自动 强迫 自愿 自觉
袭人故技	拔新领异
袭人故智	自出机杼
袭故守常	拔新领异
袭故蹈常	拔新领异
袭蹈前人	拔新领异
裁兵，裁军	扩军
裁减	扩展 增补 增添 增加 扩充
裁员	补员 增员
装	卸
装	卸 拆
装腔作势	落落大方 神情自若 自然而然
裒	益
裘敝金尽	百城南面
裘敝金残	百城南面
裘马轻肥	敝裘羸马
裙屐少年	绳枢之士
裙布荆钗	穿绸裹缎
裸露	遮盖 遮掩
裹尸马革	草间活命
裹步不前	蹈赴汤火
裹足不前	勇往直前
裹足不前	马不停蹄 一往无前 长驱直入 高歌猛进 乘风破浪 勇往直前
裹足不进	勇往直前
褊狭小器	斗筲之器
褒	贬
褒义词	贬义词
褒善贬恶	蔽美扬恶
褒扬	诽谤 贬低 贬抑 批评
褒贤遏恶	蔽美扬恶
褛褴箪瓢	金衣玉食
褪	挽
褴褛	朴质 华美 花哨 倜傥 华丽
褴褛箪瓢	金衣玉食
褴褛簟瓢	鲜衣美食
襁褓之年	桑榆之境
襟度豁如	偏狭小器
襟怀坦白	居心叵测 不可告人 别有用心 两面三刀 心怀叵测 不以为耻 鬼蜮伎俩
襟怀坦白	心怀叵测
襟怀宽阔	心地狭窄
襟怀恢廓	偏狭小器
西	东
西	东 中
西半球	东半球
西徒东迁	安堵乐业
西洋画	中国画
西药房	中药店
西装革履	长袍马褂
西食东眠	背私为公
要言不烦	拖泥带水 长篇大论 拉拉扯扯 连篇累牍 天南地北 洋洋洒洒
要言不繁	大块文章
覆水不收	吃后悔药
覆水难收	鸾飘凤泊
覆盖	揭开 掀开
覆车之戒	重蹈覆辙
覆车之鉴	重蹈覆辙
覆辙重蹈	前车可鉴
覆雨翻云	坚贞不渝
见义勇为	济困扶危
见义勇为	趁火打劫 见死不救 隔山观虎斗 隔岸观火 独善其身 见利忘义 多管闲事 袖手旁观 不管不顾 坐观成败 作壁上观 冷眼旁观 见义不为 唯利是图
见义勇发	趁火打劫
见义必为	趁火打劫
见仁见智	所见略同
见几而作	鲁莽行事
见利忘义	利令智昏
见利思义	轻财仗义
见危授命	草间活命
见多识广	孤陋寡闻
见异思迁	忠贞不渝
见微知著	原始见终
见微知著	麻木不仁 以偏赅全 管中窥豹
见怪不怪	屡见不鲜
见惯司空	百年不遇
见所未见	独一无二
见机而行	胶柱鼓瑟
见机行事	变化莫测
见死不救	袖手旁观
见缝插针	针插不入水泼不进
见而色喜	触目惊心
见识远大	目光短浅
见财起意	路不拾遗
见贤思齐	见利忘义
见钱如命	百万一掷
见钱眼开	分文不取
见钱眼红	背私为公
见闻广博	孤陋寡闻
见闻赅博	鄙陋无知
见面	告别 分别 送别 分手
见风使帆	孤行己见
见风使舵	变化莫测
观机而动	刻不容缓
观赏鱼	食用鱼
规求无度	分毫不取
规矩	放诞 放纵 放肆 轻浮
规行矩步	为所欲为
视为畏途	何乐不为
视为知己	视若路人
视为等闲	敝舟千金
视为路人	视为知己
视作心肝	恨人骨髓
视同儿戏	慎重其事
视同草芥	敝舟千金
视同路人	一见如故
视同陌路	手足之情
视如土芥	敝舟千金
视如寇仇	相知恨晚
视如拱璧	不屑一顾
视如敝屣	敝帚自珍
视如珍宝	不屑一顾
视死如归	贪生怕死
视而不见	置若罔闻 引人注目 过目不忘 漠然置之
视若拱璧	不屑一顾
视若路人	视为知己
视觉	听觉 味觉 嗅觉 触觉
视财如命	百万一掷
觉	梦
觉悟	执迷 沉迷 迷惑 沉沦
觉返迷津	误入歧途
觉醒	沉睡 迷惑 睡眠 沉醉
觑	瞪
角巾私第	解巾从仕
解	系
解	系 结
解佩出朝	解巾从仕
解兵释甲	擐甲持戈
解冻	结冰 上冻 冻结
解囊相助	一毛不拔
解巾从仕	角巾私第
解弦更张	重蹈覆辙
解散	拼凑 齐集 集合 召集 聚会 成立 设立 聚集
解甲休兵	擐甲持戈
解甲休士	擐甲持戈
解甲倒戈	擐甲持戈
解甲归田	厉兵秣马
解甲投戈	擐甲持戈
解甲释兵	擐甲持戈
解答	质问 询问
解衣卸甲	擐甲持戈
解衣推食	以毒攻毒
解讼息争	鼠六�角
解雇	雇用 招聘 任用
触事面墙	八斗才高
触景生情	无动于衷
触楣头	走八字
触物伤情	见而色喜
触目伤心	见而色喜
触目伤怀	见而色喜
触目崩心	见而色喜
触目恸心	见而色喜
触目惊心	司空见惯 赏心悦目 习以为常 见而色喜 赏析悦目
触目惊心	见而色喜
触眉头	走八字
触类而通	不求甚解
触觉	听觉 味觉 嗅觉 视觉
言不入耳	充耳不闻
言不及义	言必有中
言不由衷	心口如一
言不谙典	引经据典
言为心声	肺腑之言
言之凿凿	无稽之谈
言之成理	强词夺理
言之无物	言之有物
言之有物	夸夸其谈
言人人殊	如出一口
言传身教	言行不一 言而无信
言出法随	萧规曹随
言出题外	言归正传
言听计从	回心转意
言声儿	不则声
言归正传	言出题外
言必有中	言不及义
言必有据	守口如瓶
言无二价	欺行霸市
言简意赅	冗词赘句 鸿篇巨制 空洞无物 长篇大论 刺刺不休 陈词滥调 连帙累牍 连篇累牍 博士买驴 长篇大套 陈腔滥调 长篇累牍 繁文缛节
言简意赅	长篇大论
言而无信	言而有信
言而有信	言而无信
言行一致	言行相顾
言行不一	言行一致
言行相诡	言行相顾
言行相顾	言行相诡
言衷之词	肺腑之言
誉	毁
誓死不屈	偷生苟活
警	匪
警惕	松懈 放松 敏感 疏忽 麻痹
警觉	麻痹 迷懵
计上心头	大刀阔斧
计上心来	黔驴技穷
计无所施	计上心来
计日可待	遥遥无期
计日程功	旷日持久
计日而待	遥遥无期
计深虑远	不加思索
计谋深远	不加思索
计较	坚持 不计 礼让
计过自讼	不能自拔
认真	草率 随便 马虎 敷衍 潦草 糊弄 苟且
认真负责	尽心竭力
认认真真	毛手毛脚
认识	陌生
认贼作父	大义灭亲
讨	还
讨价还价	宽宏大量
讨伐	媾和 招抚 安抚 讲和
讨便宜	吃亏
讨厌	酷爱 喜欢 识相 迷恋 赏识 宠爱 喜好 可爱 羡慕 兴趣 爱好 喜爱 痴迷 欢迎
讨老婆	出阁
让	争
让枣推梨	尺布斗粟
讫	起
训斥	称赞 勉励 夸奖 表扬
